degree,hours_daily,field,job_level,yrs_experience,company_size,country,salary_usd
bachelors,8,research,senior,21,medium,Japan,115573.15
phd,6,finance,entry,40,small,Turkey,108844.48
bachelors,7,medicine,entry,16,large,Nigeria,91761.27
bachelors,9,research,entry,16,medium,Mexico,59087.24
phd,6,education,intermediate,34,micro,Indonesia,77247.87
masters,6,sales,senior,21,small,Brazil,84057.44
bachelors,8,medicine,entry,7,medium,Indonesia,49274.35
masters,8,design,senior,6,medium,Ethiopia,91804.61
phd,12,research,intermediate,3,medium,Indonesia,99938.66
masters,12,design,intermediate,2,large,Brazil,78077.4
masters,9,law,senior,1,small,Nigeria,107949.27
masters,10,it,entry,35,medium,Mexico,122717.18
bachelors,8,marketing,entry,13,large,China,55813.83
masters,11,medicine,entry,31,small,Egypt,129031.44
masters,12,finance,intermediate,19,medium,Thailand,119620.52
masters,9,research,entry,12,large,Mexico,65416.09
bachelors,12,research,intermediate,28,micro,Ethiopia,104340.41
bachelors,9,finance,intermediate,3,micro,Russia,57621.56
bachelors,7,design,entry,5,micro,USA,29638.54
bachelors,10,education,entry,33,large,dr_congo,96614.06
bachelors,12,law,intermediate,17,small,China,108151.23
bachelors,11,marketing,entry,18,micro,Nigeria,49550.19
bachelors,9,engineering,senior,37,large,Iran,207055.59
phd,8,medicine,entry,22,small,Germany,95835.6
masters,9,sales,senior,39,medium,USA,151730.03
phd,10,engineering,senior,33,small,Iran,166852.24
bachelors,12,research,senior,14,small,Pakistan,133210.54
masters,10,education,intermediate,22,medium,dr_congo,88799.57
masters,11,research,senior,2,medium,Egypt,119663.29
masters,8,finance,intermediate,18,medium,Germany,100960.71
phd,7,design,intermediate,34,small,China,111388.11
bachelors,8,design,intermediate,11,small,Japan,55093.06
phd,12,it,intermediate,16,micro,Pakistan,106080.87
masters,10,engineering,entry,39,medium,dr_congo,116379.55
bachelors,6,research,senior,36,large,Ethiopia,176368.04
phd,8,design,senior,33,small,dr_congo,149851.51
phd,6,sales,intermediate,0,small,India,52685.97
masters,11,education,entry,21,micro,Nigeria,55623.94
masters,11,law,senior,24,small,Nigeria,157851.6
masters,10,research,senior,36,large,Brazil,209237.98
phd,7,education,intermediate,40,micro,Egypt,91711.05
bachelors,6,research,senior,30,small,Bangladesh,115415.34
phd,8,education,senior,37,micro,Canada,110698.9
bachelors,7,education,senior,32,medium,Mexico,127580.5
phd,7,education,intermediate,2,medium,Canada,61238.92
masters,9,education,entry,9,medium,Thailand,44532.38
bachelors,12,sales,senior,29,micro,Mexico,106116.8
bachelors,11,marketing,intermediate,4,medium,Turkey,65609.82
bachelors,10,education,entry,32,micro,Pakistan,59373.88
masters,12,education,senior,24,medium,Mexico,126769.65
bachelors,10,engineering,intermediate,8,micro,Japan,61437.06
phd,11,education,senior,14,small,Germany,105274.99
bachelors,12,medicine,entry,20,medium,dr_congo,90974.37
bachelors,7,research,entry,8,small,Philippines,36625.23
masters,12,design,intermediate,32,micro,Iran,110247.67
bachelors,8,finance,senior,17,large,Indonesia,142580.94
bachelors,10,finance,intermediate,9,small,Ethiopia,78227.89
masters,11,medicine,entry,10,small,Russia,65601.74
masters,6,finance,senior,8,medium,Brazil,113601.01
masters,6,law,intermediate,29,medium,Germany,108758.87
bachelors,12,research,entry,7,micro,Mexico,44093.65
bachelors,12,medicine,senior,33,small,Pakistan,204737.75
bachelors,11,marketing,senior,24,small,Philippines,130311.79
phd,11,medicine,senior,7,medium,dr_congo,158332.86
phd,11,law,entry,28,medium,Bangladesh,142438.21
phd,12,education,entry,19,small,Russia,78500.04
bachelors,12,engineering,senior,40,micro,Pakistan,165299.04
bachelors,7,design,entry,8,small,Russia,32768.28
phd,8,it,intermediate,8,small,Turkey,91279.36
bachelors,7,education,intermediate,29,medium,Russia,89767.47
bachelors,10,research,intermediate,39,micro,Pakistan,105522.92
bachelors,12,sales,senior,19,micro,Philippines,91655.85
masters,11,engineering,entry,39,micro,China,99791.43
phd,8,education,entry,1,small,USA,40097.39
bachelors,11,finance,senior,31,large,Brazil,201493.65
phd,11,law,intermediate,13,medium,dr_congo,138306.41
masters,10,education,entry,37,micro,Thailand,72363.71
phd,11,finance,entry,22,large,Philippines,128478.49
phd,6,finance,senior,5,medium,USA,102764.39
masters,12,engineering,senior,23,micro,Philippines,131726.3
bachelors,12,marketing,senior,31,micro,Turkey,132567.43
masters,7,engineering,entry,19,medium,Iran,73092.43
phd,9,it,senior,20,small,Brazil,156330.51
phd,12,education,entry,32,small,Japan,91238.54
bachelors,11,medicine,senior,18,small,Indonesia,148481.24
bachelors,11,education,senior,9,micro,Bangladesh,80926.88
masters,9,research,senior,22,medium,Philippines,140766.44
masters,12,law,entry,20,small,Thailand,87093.97
masters,6,research,intermediate,15,micro,Turkey,60420.59
masters,12,education,intermediate,34,large,Vietnam,145877.25
masters,9,it,entry,2,small,Bangladesh,40989.03
bachelors,7,it,senior,30,small,Mexico,126543.6
bachelors,12,law,entry,27,large,Bangladesh,127903.79
phd,11,sales,intermediate,26,micro,Thailand,95101.82
phd,9,sales,intermediate,3,micro,Vietnam,51498.9
bachelors,8,it,intermediate,23,medium,Thailand,94702.32
phd,9,it,senior,8,micro,Egypt,108872.64
masters,8,marketing,entry,31,medium,Japan,86280.13
bachelors,12,sales,entry,31,small,China,69950.5
phd,10,engineering,intermediate,35,micro,Canada,115306.71
phd,8,finance,intermediate,4,small,Brazil,84608.95
phd,12,it,intermediate,36,micro,USA,130856.47
bachelors,10,finance,intermediate,35,medium,Vietnam,133224.06
bachelors,11,law,intermediate,22,medium,Japan,134444.38
masters,10,education,senior,20,large,Indonesia,142040.59
bachelors,6,finance,intermediate,15,medium,Ethiopia,78536.34
phd,7,design,entry,26,small,Turkey,68107.82
bachelors,10,finance,intermediate,34,micro,Japan,120500.31
bachelors,8,education,senior,13,micro,Russia,78900.97
phd,8,research,senior,28,medium,Mexico,166343.05
phd,12,finance,entry,34,micro,dr_congo,120941.43
masters,9,medicine,entry,37,medium,Brazil,137270.41
masters,10,marketing,intermediate,22,medium,Iran,93975.61
phd,10,medicine,senior,12,medium,Philippines,167166.56
phd,9,medicine,senior,29,small,Egypt,205275.89
bachelors,6,research,entry,15,micro,Thailand,42353.29
masters,9,engineering,senior,40,medium,Egypt,174493.83
phd,7,education,intermediate,29,medium,Vietnam,103645.11
bachelors,6,sales,intermediate,6,medium,Thailand,44180.11
phd,8,law,senior,29,small,Germany,175834.79
phd,9,engineering,senior,20,micro,Pakistan,116653.91
phd,12,marketing,entry,30,small,Russia,92146.77
masters,9,medicine,intermediate,9,large,Iran,118369.61
bachelors,12,marketing,entry,10,small,Brazil,47292.49
masters,8,law,intermediate,27,micro,China,109392.45
masters,6,medicine,entry,21,small,USA,79305.14
bachelors,9,education,entry,5,small,Vietnam,33004.21
bachelors,10,medicine,entry,21,small,Philippines,81163.61
bachelors,8,research,intermediate,23,large,Pakistan,122826.52
phd,11,finance,entry,39,micro,dr_congo,119098.75
phd,10,sales,senior,39,micro,Indonesia,127586.03
masters,8,research,entry,40,micro,Pakistan,86526.39
bachelors,8,engineering,senior,17,small,Ethiopia,104839.23
phd,9,sales,senior,6,medium,Ethiopia,110396.85
masters,8,research,entry,28,medium,Mexico,83781.75
masters,12,design,intermediate,12,micro,Turkey,69655.16
phd,12,marketing,entry,9,large,Bangladesh,82774.64
masters,6,engineering,senior,13,large,Indonesia,119773.89
bachelors,6,law,intermediate,2,large,Brazil,73200.25
bachelors,6,education,senior,25,small,Germany,84724.01
bachelors,7,sales,entry,29,medium,Russia,62277.54
masters,10,finance,entry,34,medium,dr_congo,106509.28
phd,12,law,intermediate,12,micro,Turkey,106165.47
masters,9,marketing,intermediate,21,large,Russia,115477.01
masters,8,design,intermediate,36,medium,Ethiopia,117558.01
bachelors,12,research,intermediate,29,micro,Turkey,103595.12
masters,9,it,senior,37,micro,USA,140495.63
bachelors,10,medicine,intermediate,10,medium,Iran,91714.03
masters,11,finance,senior,7,small,Mexico,121410.43
masters,6,it,intermediate,11,small,Philippines,67103.4
masters,7,law,intermediate,35,small,Pakistan,125302.67
bachelors,12,law,senior,38,medium,dr_congo,216736.61
masters,11,finance,intermediate,10,small,Mexico,84752.76
masters,10,sales,intermediate,30,micro,Russia,84085.18
phd,10,law,senior,2,micro,India,121715.64
masters,8,research,senior,25,large,India,178705.21
phd,11,law,intermediate,35,medium,Thailand,184280.26
bachelors,7,marketing,entry,9,large,Turkey,44312.9
masters,11,law,entry,24,micro,USA,86452.97
masters,6,medicine,senior,16,micro,Vietnam,103735.12
masters,12,design,entry,9,small,Ethiopia,52660.75
phd,10,education,entry,10,medium,Vietnam,64290.93
bachelors,9,research,intermediate,14,medium,India,88855.65
bachelors,12,engineering,senior,39,micro,Germany,167412.73
masters,9,finance,senior,9,large,Indonesia,153914.53
phd,11,finance,entry,16,micro,Bangladesh,70687.5
masters,6,design,senior,11,medium,Thailand,92183.06
bachelors,11,design,senior,17,micro,Mexico,100105.59
phd,9,sales,entry,15,medium,Turkey,61439.4
phd,7,research,entry,27,medium,India,88085.05
masters,10,law,entry,33,medium,Mexico,117535.38
masters,6,finance,intermediate,2,micro,dr_congo,46878.14
bachelors,9,medicine,entry,29,micro,China,77920.67
bachelors,9,law,entry,32,micro,Germany,79277.08
bachelors,12,marketing,entry,13,micro,Brazil,43511.77
phd,10,law,senior,12,small,Russia,142520.2
masters,12,law,entry,13,medium,Vietnam,89432.04
bachelors,8,sales,senior,36,micro,Canada,96640.37
phd,9,it,senior,18,small,Japan,146991.7
masters,9,research,senior,25,small,Japan,130188.46
phd,7,engineering,senior,14,small,India,112002.67
phd,8,research,senior,35,micro,dr_congo,123385.53
phd,11,sales,senior,6,small,Japan,98072.57
bachelors,6,design,senior,18,large,dr_congo,125989.15
masters,8,sales,entry,27,micro,China,60261.86
masters,11,education,entry,15,micro,USA,47749.31
bachelors,7,engineering,intermediate,9,small,dr_congo,54792.92
masters,12,engineering,intermediate,0,small,Philippines,61946.47
bachelors,8,finance,senior,29,large,Nigeria,194462.54
bachelors,8,law,senior,19,micro,India,113216.44
phd,12,marketing,senior,33,micro,Philippines,154073.73
masters,10,it,senior,25,medium,Germany,181972.9
phd,11,finance,entry,4,medium,Brazil,66612.61
masters,8,education,intermediate,36,small,dr_congo,99598.02
phd,10,finance,intermediate,12,medium,Brazil,108024.15
bachelors,9,sales,entry,1,medium,Pakistan,25986.24
phd,8,research,senior,36,medium,Canada,161715.61
bachelors,6,law,entry,3,micro,Brazil,30390.67
masters,10,marketing,intermediate,6,large,Egypt,90006.72
phd,8,marketing,entry,7,medium,Indonesia,51925.51
masters,12,research,senior,3,small,Vietnam,102823.84
phd,12,it,intermediate,20,medium,Japan,139172.07
phd,9,finance,intermediate,9,large,Mexico,121783.77
masters,11,finance,senior,20,large,Russia,195923.75
bachelors,11,sales,senior,1,large,Japan,105876.15
masters,6,it,senior,34,micro,Pakistan,134528.34
bachelors,6,finance,senior,20,small,Germany,107748.59
masters,7,marketing,entry,9,medium,Pakistan,47940.36
phd,8,marketing,senior,15,micro,Mexico,89716.68
phd,6,research,intermediate,23,small,Germany,89445.82
phd,10,sales,intermediate,24,medium,India,107615.41
bachelors,10,finance,entry,8,medium,Russia,52185.11
masters,11,law,entry,8,micro,Japan,56826.3
bachelors,11,medicine,senior,40,small,USA,210214.69
masters,11,education,senior,19,medium,dr_congo,120008.86
masters,6,it,senior,16,large,Mexico,136984.57
phd,8,marketing,entry,2,micro,USA,38425.65
phd,9,law,senior,30,micro,Philippines,154918.62
bachelors,8,finance,intermediate,30,small,Germany,104705.45
phd,12,finance,intermediate,21,micro,Canada,124518.34
bachelors,9,engineering,senior,23,medium,India,135657.68
bachelors,10,it,senior,38,small,Vietnam,176967.23
bachelors,11,education,intermediate,7,micro,Brazil,53864.36
bachelors,7,research,intermediate,23,medium,Iran,82506.69
phd,6,sales,intermediate,24,medium,Nigeria,89929.53
bachelors,8,marketing,senior,25,medium,dr_congo,112663.23
bachelors,12,finance,senior,8,small,China,110790.45
bachelors,11,it,senior,4,small,Iran,114424.34
bachelors,8,research,intermediate,24,large,Canada,113164.22
phd,9,education,senior,30,large,Vietnam,177652.42
bachelors,10,engineering,senior,2,small,China,86846.93
phd,10,design,intermediate,32,medium,USA,122165.03
phd,6,design,intermediate,29,micro,Philippines,77148.94
phd,8,education,senior,4,small,Egypt,94535.45
masters,10,medicine,senior,15,medium,Pakistan,156234.18
phd,9,it,senior,13,medium,Ethiopia,152328.46
masters,7,engineering,intermediate,31,micro,Turkey,86517.69
phd,9,finance,intermediate,16,medium,Bangladesh,107137.13
bachelors,6,research,senior,22,small,India,113000.06
bachelors,11,engineering,entry,10,small,dr_congo,50235.89
bachelors,6,law,intermediate,0,medium,Thailand,56536.05
phd,9,medicine,entry,16,small,Vietnam,95337.45
masters,6,finance,entry,36,large,Bangladesh,110942.17
phd,12,engineering,senior,8,micro,Vietnam,113307.92
bachelors,6,education,senior,22,small,Thailand,86564.33
bachelors,11,sales,entry,34,small,Nigeria,79144.58
masters,10,finance,senior,15,micro,Japan,125303.11
masters,11,it,senior,12,small,Nigeria,142351.15
phd,10,medicine,entry,23,large,Egypt,154592.28
masters,7,it,entry,13,medium,Pakistan,56036.22
masters,6,medicine,intermediate,6,large,USA,103745.79
masters,9,research,senior,40,micro,Pakistan,150196.93
masters,10,sales,entry,16,small,USA,54584.51
masters,9,design,senior,2,micro,Vietnam,72682.18
phd,10,law,intermediate,24,large,India,194634.35
phd,11,engineering,senior,5,small,Canada,115145.24
masters,11,finance,senior,30,medium,Canada,191423.62
phd,10,marketing,entry,23,small,Philippines,84702.54
masters,8,sales,entry,29,micro,Mexico,64052.74
phd,6,law,intermediate,12,micro,Turkey,77278.46
masters,10,finance,intermediate,31,large,Vietnam,155607.88
bachelors,11,design,entry,10,medium,Ethiopia,51584.73
bachelors,11,engineering,entry,36,micro,Canada,90664.6
phd,10,education,entry,14,medium,Japan,69602.45
bachelors,6,medicine,entry,3,small,China,38050.28
bachelors,9,it,senior,4,medium,Japan,105605.04
masters,12,law,entry,2,micro,Vietnam,45623.54
phd,9,law,intermediate,35,small,USA,148495.23
phd,6,sales,entry,37,micro,China,74129.95
bachelors,6,design,entry,5,micro,Thailand,26355.92
bachelors,11,medicine,senior,35,micro,Ethiopia,178688.95
phd,7,law,entry,23,small,Thailand,95269.08
bachelors,11,research,entry,9,large,Russia,63597.95
bachelors,7,law,intermediate,13,medium,Germany,79327.39
masters,9,marketing,entry,23,micro,Egypt,62463.46
bachelors,10,medicine,entry,36,micro,Vietnam,99910.31
bachelors,6,research,senior,8,small,dr_congo,92946.99
phd,9,law,intermediate,28,medium,Bangladesh,145432.63
masters,9,design,entry,10,large,Bangladesh,62262.9
phd,9,marketing,entry,27,medium,dr_congo,101124.77
bachelors,10,marketing,entry,40,small,Bangladesh,93956.42
masters,6,law,entry,12,micro,Indonesia,50387.18
phd,12,education,senior,10,medium,India,135902.78
masters,12,research,intermediate,25,large,Egypt,136519.35
phd,9,medicine,intermediate,33,large,Egypt,201465.4
masters,11,medicine,intermediate,19,large,Ethiopia,165048.92
phd,12,sales,senior,40,small,Egypt,155797.22
phd,11,design,intermediate,11,large,Nigeria,105360.37
masters,11,sales,intermediate,32,large,Japan,130361.17
phd,6,marketing,senior,1,large,Egypt,110506.71
bachelors,10,marketing,entry,25,large,Indonesia,98418.82
phd,10,sales,entry,39,medium,Thailand,101606.95
masters,9,medicine,senior,27,medium,Canada,208678.76
masters,7,design,senior,0,small,Japan,80503.98
phd,6,law,entry,37,small,Brazil,104148.55
phd,8,engineering,senior,5,large,Philippines,152594.43
bachelors,8,medicine,senior,18,large,Canada,194182.65
phd,8,finance,senior,30,large,Ethiopia,192311.07
phd,8,finance,senior,16,medium,Turkey,136582.54
masters,8,design,intermediate,36,small,Canada,111803.98
bachelors,10,design,entry,29,medium,Thailand,80671.92
bachelors,8,education,intermediate,2,medium,Ethiopia,51547.38
masters,7,education,entry,30,small,Thailand,60645.47
masters,11,it,senior,38,medium,Indonesia,191152.47
masters,10,medicine,senior,37,small,Nigeria,205147.91
bachelors,9,law,senior,32,medium,Indonesia,179710.17
bachelors,7,engineering,senior,14,micro,China,88461.33
phd,8,design,intermediate,9,small,Iran,68545.69
phd,9,engineering,intermediate,35,micro,Turkey,122699.56
bachelors,12,medicine,intermediate,19,small,Philippines,130329.25
bachelors,6,medicine,intermediate,2,large,USA,83225.39
phd,6,medicine,intermediate,27,micro,Japan,107965.3
bachelors,8,education,entry,2,micro,Iran,21065.77
phd,11,medicine,intermediate,29,large,dr_congo,200783.07
bachelors,6,it,entry,6,large,Thailand,44855.6
phd,11,medicine,entry,27,micro,Bangladesh,120116.1
bachelors,8,finance,intermediate,8,micro,Philippines,60641.75
bachelors,12,it,senior,35,micro,Pakistan,157556.17
phd,8,it,entry,11,micro,Vietnam,63458.55
bachelors,9,medicine,entry,29,small,Iran,96320.69
bachelors,7,engineering,intermediate,3,micro,Nigeria,43109.74
bachelors,10,sales,senior,5,large,Nigeria,103290.97
masters,8,finance,entry,24,small,Nigeria,84235.63
phd,7,education,intermediate,10,large,dr_congo,78125.26
bachelors,6,marketing,intermediate,22,medium,Germany,71459.49
masters,7,marketing,intermediate,27,micro,Ethiopia,82636.03
masters,10,it,intermediate,9,small,China,86081.61
bachelors,9,engineering,intermediate,22,medium,Mexico,107403.4
phd,9,marketing,entry,22,large,Russia,104968.19
phd,9,it,intermediate,24,large,dr_congo,148128.89
bachelors,12,it,intermediate,39,micro,dr_congo,125099.95
phd,11,medicine,intermediate,35,large,Mexico,240399.69
bachelors,6,it,intermediate,19,micro,Ethiopia,74345.32
bachelors,8,education,intermediate,30,small,Egypt,84634.95
phd,10,it,senior,30,micro,Philippines,146414.39
bachelors,11,law,intermediate,1,micro,Egypt,58410.13
phd,11,it,entry,31,large,Canada,161464.67
masters,9,marketing,entry,25,medium,Mexico,80022.81
bachelors,8,design,entry,22,micro,Vietnam,47724.42
bachelors,9,education,entry,11,micro,Egypt,32144.38
masters,11,education,entry,24,large,Canada,92707.11
phd,10,law,intermediate,22,micro,Germany,119768.96
bachelors,12,law,intermediate,6,micro,Pakistan,75357.41
phd,6,engineering,senior,12,medium,Egypt,126854.18
masters,12,sales,intermediate,26,medium,USA,111242.61
bachelors,12,marketing,intermediate,29,small,Ethiopia,98715.85
bachelors,12,law,entry,10,small,Russia,61646.04
phd,8,design,entry,35,small,Indonesia,82427.51
phd,8,law,intermediate,27,small,Japan,123420.7
masters,12,law,entry,13,micro,Canada,63237.91
phd,7,education,intermediate,8,small,Iran,57386.28
bachelors,12,research,senior,22,micro,USA,133054.99
masters,8,engineering,senior,15,small,Vietnam,102681.32
phd,8,education,entry,9,large,Japan,64199.57
phd,6,sales,entry,28,medium,Pakistan,74406.61
phd,11,medicine,intermediate,20,small,Bangladesh,152691.48
bachelors,10,finance,entry,29,micro,Canada,79835.61
masters,12,medicine,senior,24,medium,Pakistan,210916.86
phd,8,engineering,senior,9,large,Pakistan,136616.87
masters,11,it,senior,22,large,Nigeria,202032.95
masters,9,finance,intermediate,4,small,Philippines,64656.37
masters,8,sales,entry,6,large,Nigeria,46501.84
bachelors,6,medicine,entry,26,small,Turkey,81354.11
masters,7,law,senior,2,small,Mexico,100789.43
bachelors,7,medicine,entry,1,medium,USA,36491.12
bachelors,8,design,senior,7,small,Germany,90203.82
masters,7,sales,intermediate,26,small,Egypt,75638.72
phd,9,research,entry,34,large,Canada,143370.18
phd,10,design,entry,2,large,Russia,61853.83
bachelors,8,education,intermediate,37,large,Turkey,126211.75
phd,9,finance,intermediate,33,micro,dr_congo,130876.15
bachelors,10,engineering,entry,27,medium,Iran,86181.5
bachelors,12,it,senior,9,small,Philippines,118899.86
masters,9,law,senior,14,large,Pakistan,174935.76
masters,10,sales,intermediate,4,small,Iran,57167.45
masters,9,sales,intermediate,38,medium,Russia,104169.3
phd,8,design,intermediate,19,large,Iran,110709.24
bachelors,11,design,entry,8,small,Indonesia,42530.36
masters,9,sales,entry,27,medium,Germany,73124.96
masters,8,marketing,senior,33,medium,Iran,149595.62
phd,8,law,senior,6,large,Canada,160236.81
masters,12,medicine,intermediate,15,large,Mexico,171409.15
phd,8,design,intermediate,5,small,Japan,65738.98
masters,10,research,intermediate,0,large,Mexico,72639.56
bachelors,10,finance,senior,20,small,Mexico,142298.93
masters,9,design,intermediate,10,small,China,70175.06
bachelors,9,sales,intermediate,40,medium,USA,101515.93
masters,10,medicine,senior,29,large,Nigeria,249262.99
bachelors,7,medicine,entry,12,large,Indonesia,71039.97
masters,8,engineering,intermediate,2,large,Japan,72336.35
phd,12,law,intermediate,7,large,Nigeria,130372.49
bachelors,8,medicine,senior,34,medium,Pakistan,185103.82
bachelors,7,it,intermediate,26,large,Vietnam,133801.3
masters,10,finance,senior,21,micro,India,115072.96
bachelors,11,design,intermediate,35,micro,Nigeria,89407.74
bachelors,6,design,senior,13,large,Bangladesh,117945.72
bachelors,6,sales,senior,33,medium,Germany,111896.24
phd,12,research,intermediate,29,micro,Japan,110579.96
phd,9,it,entry,20,medium,Ethiopia,90108.54
masters,9,sales,entry,13,large,Pakistan,59697.86
masters,12,engineering,entry,15,micro,Bangladesh,56679.77
masters,10,sales,intermediate,31,micro,Egypt,90684.82
bachelors,7,medicine,entry,37,large,Indonesia,143881.49
phd,10,medicine,intermediate,28,medium,Canada,169141.03
masters,12,medicine,senior,23,medium,Pakistan,193462.52
bachelors,11,research,intermediate,17,large,Pakistan,106865.52
masters,9,marketing,entry,8,small,Brazil,40337.71
phd,11,it,entry,27,medium,Thailand,119762.31
masters,9,research,intermediate,16,micro,dr_congo,81053.47
bachelors,10,medicine,senior,7,large,Thailand,185622.66
masters,9,law,senior,16,medium,Ethiopia,152930.1
bachelors,9,law,entry,16,medium,Indonesia,66636.77
phd,10,it,senior,5,micro,Bangladesh,111390.94
bachelors,11,finance,entry,19,medium,USA,83643.24
phd,8,medicine,entry,23,small,India,102447.13
masters,6,law,entry,3,small,dr_congo,41505.25
masters,9,it,intermediate,4,micro,Nigeria,67175.47
bachelors,10,law,intermediate,16,micro,Egypt,88429.12
masters,6,marketing,senior,17,large,Nigeria,123045.57
bachelors,10,design,senior,37,large,China,195577.42
phd,6,education,senior,29,micro,Brazil,96329.52
bachelors,9,finance,entry,17,medium,Brazil,65368.09
bachelors,11,engineering,intermediate,36,small,Ethiopia,122387.01
phd,9,medicine,intermediate,39,medium,Thailand,174623.66
masters,10,education,senior,9,micro,Brazil,78686.11
phd,9,engineering,entry,31,medium,Iran,116925.73
masters,6,research,entry,19,small,Russia,59724.34
phd,10,finance,intermediate,12,micro,Turkey,90820.02
bachelors,6,law,senior,21,small,Japan,131057.23
masters,7,medicine,intermediate,0,medium,Brazil,76633.24
masters,8,sales,senior,17,small,India,103792.86
phd,8,sales,senior,25,micro,Egypt,96207.29
bachelors,8,design,senior,40,medium,dr_congo,148342.66
masters,9,marketing,intermediate,25,micro,Nigeria,76310.48
bachelors,12,medicine,senior,1,micro,Mexico,106703.93
phd,7,research,senior,30,small,USA,147568.7
phd,6,design,intermediate,8,small,dr_congo,69645.16
bachelors,7,research,entry,11,micro,China,36333.7
masters,12,marketing,entry,13,medium,Nigeria,60433.06
bachelors,12,design,entry,1,medium,Indonesia,32539.34
bachelors,9,research,intermediate,33,micro,Philippines,96990.14
bachelors,8,education,entry,13,large,Russia,55391.32
phd,11,marketing,senior,2,micro,Brazil,103394.72
bachelors,11,sales,senior,31,micro,Germany,117622.33
bachelors,7,law,entry,0,small,Ethiopia,27883.78
bachelors,7,medicine,entry,39,small,USA,97748.26
phd,9,sales,entry,31,small,Philippines,83238.31
masters,7,finance,senior,16,medium,Brazil,137414.93
masters,11,sales,senior,15,large,Thailand,133481.51
bachelors,7,research,intermediate,10,large,Bangladesh,74504.84
bachelors,8,sales,entry,9,large,Iran,46335.27
bachelors,6,research,senior,12,small,Germany,88930.96
bachelors,10,marketing,intermediate,3,small,Mexico,56850.57
masters,12,education,senior,5,medium,USA,98506.28
masters,8,education,senior,15,small,USA,90059.49
phd,9,design,intermediate,23,medium,Egypt,119872.63
bachelors,12,marketing,intermediate,35,micro,India,93630.11
phd,11,engineering,intermediate,32,large,Japan,161672.17
bachelors,12,it,entry,21,micro,Egypt,67476.66
phd,10,marketing,entry,30,large,Germany,121631.45
bachelors,6,engineering,senior,0,medium,Russia,85038.79
masters,11,medicine,senior,34,small,Indonesia,212382.49
bachelors,8,it,intermediate,19,micro,India,73261.63
bachelors,7,it,senior,26,medium,Ethiopia,135681.8
phd,8,medicine,intermediate,2,small,India,86420.84
masters,12,education,senior,6,micro,Mexico,85727.09
phd,12,education,senior,35,small,Brazil,144539.69
bachelors,6,design,senior,19,medium,Thailand,110749.07
masters,9,law,senior,2,small,Indonesia,106490.92
masters,11,engineering,entry,40,medium,Vietnam,124335.34
masters,6,research,senior,30,medium,Iran,137616.54
bachelors,11,design,senior,22,large,Russia,158531.94
masters,6,design,intermediate,13,large,Mexico,81043.77
phd,7,design,senior,39,small,dr_congo,132579.36
bachelors,9,education,senior,10,medium,India,102232.42
phd,10,engineering,entry,0,large,Thailand,58024.37
phd,6,sales,intermediate,39,micro,USA,92843.36
phd,12,marketing,intermediate,10,small,Japan,85396.14
phd,6,sales,entry,34,medium,Ethiopia,75259.87
masters,6,engineering,senior,19,micro,Egypt,85676.54
phd,8,design,intermediate,40,medium,Iran,141429.82
bachelors,6,design,entry,21,small,India,46414.72
phd,12,finance,intermediate,8,large,Pakistan,148207.17
phd,6,marketing,entry,6,micro,Nigeria,36063.54
bachelors,9,law,intermediate,37,micro,Japan,126466.24
masters,6,medicine,senior,32,small,Mexico,167519.22
masters,7,law,senior,25,medium,Canada,171229.33
phd,6,education,intermediate,1,micro,Brazil,47955.66
phd,10,research,senior,40,large,Canada,253398.47
bachelors,6,marketing,intermediate,2,large,Mexico,59134.69
bachelors,8,it,entry,25,micro,Mexico,71049.11
bachelors,11,research,senior,4,medium,Ethiopia,115032.75
phd,10,education,entry,16,small,China,60071.96
phd,6,research,entry,38,medium,Turkey,102775.96
bachelors,6,law,intermediate,4,micro,Turkey,54342.22
phd,6,education,senior,28,small,dr_congo,99157.62
masters,8,marketing,senior,40,large,dr_congo,189343.51
masters,11,engineering,entry,25,micro,Ethiopia,76790.04
bachelors,11,design,intermediate,16,medium,Bangladesh,85201.31
bachelors,11,engineering,entry,36,large,Canada,139641.3
phd,10,education,intermediate,19,medium,Turkey,93253.11
bachelors,8,research,intermediate,0,large,Germany,58596.85
bachelors,7,marketing,entry,25,medium,Brazil,71486.27
bachelors,7,research,entry,6,micro,Brazil,27932.61
phd,9,engineering,entry,26,small,Brazil,97663.52
bachelors,8,law,senior,27,small,Turkey,160019.26
phd,9,it,senior,3,large,Pakistan,154157.04
masters,6,engineering,senior,14,large,Mexico,139906.89
bachelors,7,it,intermediate,34,small,Egypt,116603.72
bachelors,10,engineering,senior,36,medium,Japan,161215.32
masters,9,marketing,intermediate,30,micro,Nigeria,92378.65
phd,8,design,intermediate,31,large,Turkey,137169.28
phd,11,finance,senior,32,micro,USA,167787.38
masters,10,law,entry,20,medium,Philippines,97202.17
bachelors,8,law,senior,28,small,dr_congo,135440.77
masters,9,education,intermediate,38,small,Vietnam,97727.05
masters,11,design,intermediate,40,small,Iran,117752.2
bachelors,10,sales,senior,30,large,China,169492.42
phd,9,education,senior,7,small,Bangladesh,87900.13
bachelors,8,education,senior,14,large,dr_congo,123132.81
masters,10,sales,intermediate,1,micro,Mexico,44945.12
bachelors,11,law,entry,22,medium,Thailand,92924.51
bachelors,8,sales,intermediate,31,medium,Nigeria,93778.65
phd,10,it,senior,25,small,Turkey,177629.2
bachelors,12,marketing,senior,10,large,Vietnam,154837.59
