degree,hours_daily,field,job_level,yrs_experience,company_size,country,salary_usd
masters,7,law,intermediate,28,large,Mexico,151692.64
masters,12,finance,senior,26,large,India,208486.75
masters,6,research,intermediate,30,large,Philippines,132493.36
masters,8,design,entry,16,large,Vietnam,64444.4
bachelors,7,it,entry,11,micro,Canada,37185.06
phd,6,marketing,intermediate,10,small,DR Congo,69310.69
bachelors,7,it,entry,14,large,Russia,69110.13
phd,7,law,entry,23,micro,Bangladesh,76609.68
masters,12,it,senior,21,micro,Ethiopia,131714.32
bachelors,8,research,intermediate,34,medium,Turkey,114371.1
bachelors,11,marketing,entry,6,micro,Brazil,34250.82
phd,10,medicine,senior,20,large,USA,249954.21
masters,10,engineering,senior,18,micro,Nigeria,111938.82
phd,10,finance,intermediate,29,large,Japan,165874.12
masters,9,it,entry,9,small,Brazil,51319.84
bachelors,11,engineering,senior,9,large,Egypt,151007.13
masters,7,it,entry,24,micro,Indonesia,60266.29
phd,7,education,entry,38,micro,Turkey,71661.67
bachelors,12,sales,intermediate,15,micro,Brazil,59638.13
bachelors,11,finance,entry,39,medium,Philippines,129561.22
bachelors,11,it,senior,14,small,DR Congo,126063.67
phd,7,research,senior,32,micro,Japan,126288.17
bachelors,8,design,entry,2,micro,Pakistan,23061.62
bachelors,8,design,intermediate,17,large,Brazil,85838.45
bachelors,9,it,senior,33,small,Brazil,157093.64
masters,12,it,senior,13,small,India,135247.03
masters,7,sales,intermediate,20,micro,Thailand,65287.64
phd,10,law,senior,0,micro,Germany,112584.45
bachelors,10,marketing,intermediate,16,medium,Canada,78504.03
masters,9,education,senior,32,small,Thailand,128537.99
masters,8,engineering,senior,23,micro,Bangladesh,119130.01
bachelors,10,marketing,entry,4,medium,Mexico,39145.39
phd,12,sales,senior,19,micro,Mexico,103647.0
masters,6,finance,intermediate,37,micro,Japan,106065.8
bachelors,11,it,entry,17,large,Brazil,83675.45
phd,12,it,entry,22,medium,Russia,123348.94
masters,6,marketing,senior,23,small,Canada,107450.55
phd,9,engineering,intermediate,13,large,Japan,117624.56
phd,8,finance,senior,2,small,Canada,98152.69
masters,9,medicine,entry,24,small,Germany,97388.7
masters,12,sales,entry,14,micro,Brazil,44765.95
masters,9,law,senior,3,large,Russia,154136.27
bachelors,9,design,entry,0,large,Indonesia,31904.55
phd,7,medicine,entry,35,small,Nigeria,125116.37
bachelors,8,law,entry,21,medium,China,85872.27
phd,12,it,senior,36,medium,Philippines,235463.65
masters,6,medicine,entry,29,small,Philippines,84580.95
masters,10,marketing,senior,20,large,Brazil,175043.72
phd,10,education,senior,1,small,Ethiopia,99231.58
phd,11,sales,senior,1,micro,Germany,88716.44
phd,12,design,senior,11,medium,DR Congo,141278.63
masters,10,design,senior,18,micro,Turkey,104659.26
masters,7,marketing,intermediate,40,medium,Mexico,120488.72
bachelors,7,education,intermediate,12,micro,Canada,45860.82
masters,8,medicine,senior,22,micro,Iran,127209.03
phd,7,it,intermediate,27,small,Thailand,114903.77
masters,12,finance,intermediate,37,large,Bangladesh,191246.13
phd,7,law,senior,22,micro,Germany,132743.47
phd,7,design,intermediate,23,large,Bangladesh,124703.14
phd,8,engineering,intermediate,34,medium,Egypt,129838.5
bachelors,6,education,intermediate,20,large,Brazil,79695.52
masters,8,law,senior,38,small,DR Congo,186054.84
phd,9,sales,entry,20,small,China,65756.91
bachelors,12,medicine,senior,8,medium,Pakistan,144281.72
phd,12,education,entry,39,micro,Pakistan,99066.48
masters,6,research,entry,23,medium,Pakistan,74650.07
masters,8,engineering,intermediate,3,medium,India,63026.61
phd,10,design,intermediate,2,micro,Pakistan,64059.12
phd,12,sales,entry,6,medium,Canada,58751.16
masters,9,medicine,intermediate,28,micro,Thailand,105933.22
bachelors,9,design,entry,1,medium,Brazil,28066.11
bachelors,9,design,intermediate,37,small,Germany,102308.72
masters,8,sales,entry,0,medium,Brazil,30725.1
bachelors,9,marketing,entry,1,small,Indonesia,24934.08
masters,6,law,intermediate,16,large,Philippines,103772.25
bachelors,6,marketing,intermediate,7,small,Brazil,46277.57
masters,6,law,senior,22,micro,Ethiopia,106976.62
bachelors,11,engineering,intermediate,31,large,Mexico,152696.16
bachelors,6,law,intermediate,34,micro,Vietnam,90509.09
masters,6,design,entry,16,large,Brazil,62731.75
bachelors,11,law,senior,12,large,Mexico,185155.61
masters,8,finance,intermediate,0,large,Japan,82848.17
masters,7,engineering,senior,11,large,China,127838.37
bachelors,8,marketing,intermediate,18,small,Egypt,68332.05
bachelors,7,law,intermediate,24,micro,Pakistan,78208.79
masters,9,medicine,senior,8,small,Iran,138174.54
bachelors,8,education,senior,0,large,Egypt,94108.91
bachelors,9,engineering,senior,0,micro,China,79120.37
phd,9,law,senior,23,large,Russia,211414.63
masters,12,law,senior,21,micro,China,147805.65
masters,12,law,senior,2,micro,Brazil,101921.42
masters,9,marketing,senior,28,large,Iran,154715.19
phd,12,sales,entry,11,micro,Nigeria,49644.98
masters,12,engineering,entry,12,micro,Mexico,57542.06
phd,6,medicine,intermediate,27,medium,Philippines,129064.2
masters,10,law,entry,16,micro,India,69042.1
bachelors,10,it,intermediate,36,small,Thailand,121139.36
phd,8,it,entry,35,micro,Indonesia,89777.96
bachelors,7,marketing,intermediate,3,small,Germany,44455.18
masters,11,medicine,entry,4,large,Mexico,77929.59
bachelors,12,sales,senior,30,micro,DR Congo,107539.21
phd,12,finance,intermediate,17,large,Iran,166438.74
masters,12,sales,entry,8,medium,Japan,49091.71
masters,6,medicine,senior,19,medium,Mexico,137903.74
bachelors,12,engineering,entry,7,large,Indonesia,59641.63
phd,9,education,intermediate,7,large,Philippines,86709.71
bachelors,6,law,senior,3,medium,Vietnam,103838.26
bachelors,6,design,intermediate,5,micro,Thailand,45456.82
masters,12,design,entry,10,medium,Japan,54331.17
masters,12,marketing,senior,3,micro,Vietnam,84971.93
phd,10,education,entry,38,micro,Turkey,88585.95
phd,7,medicine,senior,38,micro,Mexico,163834.71
masters,10,law,senior,40,small,USA,189116.84
phd,8,law,senior,19,medium,Germany,179767.93
masters,9,marketing,entry,27,large,Philippines,92144.57
masters,12,sales,intermediate,12,small,India,80380.45
bachelors,9,engineering,senior,13,medium,China,111745.2
bachelors,7,law,intermediate,15,micro,India,64839.49
bachelors,9,medicine,entry,15,small,Thailand,61686.66
masters,12,law,senior,31,small,Indonesia,201545.32
bachelors,9,finance,intermediate,32,small,Indonesia,122647.83
phd,12,medicine,entry,7,small,Philippines,83886.34
phd,8,research,senior,22,medium,Brazil,159474.34
masters,12,sales,entry,23,large,Turkey,84434.85
masters,6,sales,senior,17,medium,Russia,103107.01
phd,8,sales,entry,19,medium,China,66065.43
phd,8,design,intermediate,28,small,China,97820.9
phd,7,law,senior,21,large,Philippines,190637.64
bachelors,12,sales,senior,23,micro,Japan,98285.84
bachelors,10,education,intermediate,27,large,Vietnam,104220.27
masters,9,law,senior,39,large,Thailand,248192.98
masters,10,it,intermediate,23,micro,India,91350.79
bachelors,6,marketing,entry,23,micro,Iran,45376.69
masters,7,law,senior,32,micro,Ethiopia,125651.33
masters,8,research,senior,0,medium,Ethiopia,87207.01
phd,11,medicine,intermediate,3,small,Vietnam,105627.28
phd,8,it,intermediate,32,large,India,161974.19
phd,7,marketing,intermediate,7,large,Brazil,95383.34
masters,11,marketing,entry,10,micro,DR Congo,47341.19
phd,8,education,intermediate,36,small,Germany,97352.2
bachelors,11,medicine,intermediate,36,large,Iran,206915.56
bachelors,9,it,intermediate,37,large,Thailand,167422.02
phd,12,research,senior,13,medium,Brazil,166443.75
phd,7,medicine,senior,40,large,Nigeria,258897.12
bachelors,7,law,entry,6,small,Japan,38878.89
phd,12,marketing,entry,11,medium,Vietnam,71839.95
phd,7,research,senior,35,large,Mexico,188783.31
phd,8,marketing,entry,8,medium,Mexico,58086.65
phd,9,research,intermediate,23,small,Indonesia,96641.32
masters,12,it,intermediate,31,small,Mexico,147531.02
masters,9,it,intermediate,33,medium,USA,144513.52
bachelors,11,medicine,senior,36,medium,USA,220070.08
phd,6,finance,entry,39,small,Bangladesh,94698.18
bachelors,9,engineering,senior,16,large,Mexico,153306.14
masters,8,law,senior,6,small,Vietnam,101200.89
phd,6,sales,entry,8,small,Philippines,38614.74
phd,9,law,senior,5,large,Mexico,183867.3
bachelors,11,education,intermediate,17,micro,Thailand,65678.72
masters,8,research,senior,8,micro,Turkey,86399.14
masters,7,education,entry,4,micro,Russia,26754.93
masters,10,sales,senior,38,large,Pakistan,168143.67
phd,10,it,intermediate,10,large,Bangladesh,127821.27
bachelors,6,finance,intermediate,10,large,Canada,83320.5
phd,11,marketing,senior,22,small,Iran,140015.32
bachelors,8,research,intermediate,17,micro,Vietnam,64783.42
masters,6,design,senior,40,medium,USA,147654.11
bachelors,7,engineering,senior,5,medium,Canada,87008.44
bachelors,7,marketing,senior,1,large,Thailand,100287.31
bachelors,10,it,intermediate,20,large,Brazil,137886.59
bachelors,8,design,entry,30,medium,Indonesia,70294.17
bachelors,6,finance,senior,38,medium,Canada,159961.78
phd,7,research,senior,30,medium,Nigeria,156690.3
masters,8,engineering,intermediate,7,micro,Brazil,57183.36
bachelors,9,education,intermediate,21,medium,Nigeria,83910.61
phd,12,sales,senior,32,micro,China,120973.17
bachelors,12,engineering,senior,12,large,Turkey,149497.13
masters,10,it,senior,35,small,Brazil,165706.61
masters,12,it,intermediate,21,small,Nigeria,115898.41
masters,6,research,senior,25,micro,Japan,106292.02
phd,6,education,entry,29,medium,Turkey,72641.28
masters,10,sales,intermediate,27,small,Turkey,95411.84
phd,9,research,senior,16,small,Philippines,123262.01
masters,10,finance,intermediate,7,small,DR Congo,73970.46
masters,6,marketing,entry,23,small,Mexico,53107.87
masters,7,it,entry,17,medium,China,62464.8
bachelors,7,design,intermediate,21,large,Thailand,92614.64
bachelors,7,it,senior,24,medium,Thailand,143132.27
masters,9,finance,entry,29,large,DR Congo,114787.29
phd,11,law,senior,23,micro,Turkey,146450.63
bachelors,7,finance,entry,36,large,Pakistan,121547.68
phd,12,marketing,senior,38,medium,India,203717.18
bachelors,10,design,intermediate,8,large,Iran,80535.73
phd,11,sales,senior,34,small,Philippines,159422.3
bachelors,8,design,intermediate,16,micro,Canada,66260.5
bachelors,6,design,senior,3,large,USA,90215.55
bachelors,10,engineering,entry,5,micro,China,37228.75
phd,12,marketing,intermediate,16,small,Vietnam,93844.68
masters,12,education,intermediate,37,large,Canada,137630.63
bachelors,6,finance,senior,16,small,Mexico,108089.56
phd,11,it,senior,9,large,Vietnam,193144.81
bachelors,7,finance,intermediate,6,medium,Mexico,67320.94
bachelors,8,education,senior,38,medium,Bangladesh,142631.42
masters,6,sales,intermediate,0,small,Philippines,37539.42
masters,10,engineering,entry,33,small,Egypt,87674.58
masters,9,education,intermediate,32,medium,Japan,104459.44
phd,7,it,entry,24,large,Russia,105430.39
phd,12,marketing,senior,36,large,Mexico,216301.51
phd,6,marketing,entry,34,large,Canada,109419.12
bachelors,6,engineering,entry,32,small,Turkey,73832.27
phd,11,it,intermediate,12,micro,Brazil,95611.71
phd,7,engineering,intermediate,26,large,Indonesia,128246.04
bachelors,11,sales,intermediate,19,small,Thailand,75590.33
bachelors,7,medicine,intermediate,19,small,Canada,88076.98
bachelors,6,education,entry,2,large,Pakistan,29400.24
phd,9,marketing,intermediate,4,micro,China,56852.61
bachelors,9,engineering,intermediate,37,micro,Iran,100266.61
masters,10,finance,entry,7,medium,Germany,53257.1
masters,6,design,entry,17,large,Nigeria,67610.06
phd,11,medicine,entry,23,large,Egypt,157402.61
masters,8,it,intermediate,38,micro,Brazil,106730.3
bachelors,7,finance,intermediate,29,small,Vietnam,107408.83
masters,12,education,intermediate,37,small,Russia,115901.52
bachelors,11,engineering,intermediate,14,micro,Indonesia,76274.81
bachelors,11,medicine,senior,32,large,Thailand,253890.52
bachelors,7,it,entry,18,medium,Turkey,61978.68
bachelors,11,design,intermediate,28,small,Pakistan,97599.7
bachelors,10,finance,entry,29,large,Philippines,126597.86
masters,8,education,intermediate,21,large,China,105782.35
bachelors,6,design,entry,23,small,Vietnam,56264.43
phd,9,marketing,intermediate,19,large,Indonesia,129259.81
bachelors,9,research,intermediate,8,large,Germany,90164.59
bachelors,8,medicine,intermediate,35,large,Indonesia,179984.7
masters,6,design,intermediate,15,large,Indonesia,87764.72
phd,8,it,senior,32,micro,Japan,142875.56
bachelors,8,medicine,senior,8,large,Nigeria,156154.64
masters,9,design,entry,29,large,Japan,104352.29
masters,6,marketing,entry,8,large,Philippines,52509.91
masters,8,engineering,intermediate,4,micro,Turkey,52784.27
masters,6,medicine,entry,31,small,Nigeria,101494.3
masters,11,engineering,entry,18,small,Turkey,66333.93
bachelors,6,research,intermediate,17,medium,Russia,81587.57
bachelors,7,it,intermediate,9,small,Germany,60604.3
masters,12,research,entry,22,medium,Bangladesh,93057.48
bachelors,8,medicine,intermediate,21,large,Turkey,134620.98
phd,10,design,intermediate,9,large,Brazil,117272.58
masters,11,education,intermediate,26,medium,Canada,94468.82
phd,12,education,entry,16,medium,India,79885.96
masters,8,medicine,intermediate,34,medium,Germany,142414.95
masters,6,design,entry,23,medium,Bangladesh,60708.8
masters,11,marketing,intermediate,14,large,Indonesia,114406.99
bachelors,6,marketing,entry,24,large,Mexico,72786.49
bachelors,12,marketing,senior,15,micro,Vietnam,102779.21
phd,10,sales,intermediate,15,large,DR Congo,115992.2
masters,6,marketing,intermediate,28,small,Philippines,85652.9
phd,12,design,entry,22,small,China,83135.92
bachelors,12,law,senior,6,large,Philippines,182977.65
masters,12,medicine,entry,16,micro,Thailand,78399.66
phd,10,finance,intermediate,4,medium,DR Congo,98345.99
masters,10,law,intermediate,40,medium,Iran,177833.53
bachelors,10,education,entry,29,medium,Ethiopia,68556.91
masters,11,law,senior,38,large,Turkey,246757.24
bachelors,11,design,senior,30,large,Turkey,196237.91
phd,12,sales,senior,19,small,Egypt,128109.69
bachelors,10,research,senior,9,medium,DR Congo,121158.4
phd,9,medicine,intermediate,7,micro,Pakistan,80174.97
bachelors,12,design,senior,12,large,Nigeria,141612.68
bachelors,6,research,senior,12,small,Bangladesh,82197.42
phd,11,finance,intermediate,7,micro,Ethiopia,88339.59
bachelors,12,law,intermediate,28,large,Canada,173968.4
bachelors,12,finance,intermediate,19,large,Japan,135474.29
phd,10,sales,senior,20,medium,Indonesia,138705.97
bachelors,12,sales,entry,29,small,Germany,71933.49
masters,9,education,entry,14,small,Philippines,44495.53
masters,7,finance,intermediate,26,large,China,121761.59
masters,8,marketing,entry,31,small,Nigeria,69243.75
masters,12,finance,senior,26,micro,Japan,138178.68
bachelors,6,engineering,intermediate,32,medium,Japan,107394.38
phd,6,medicine,senior,23,micro,Egypt,128431.02
bachelors,8,education,entry,27,medium,Philippines,67666.02
masters,12,law,entry,2,large,Japan,69794.41
masters,8,engineering,intermediate,23,medium,Iran,91701.24
masters,7,finance,intermediate,11,large,Thailand,94333.71
phd,10,marketing,senior,6,medium,Ethiopia,110203.22
bachelors,9,finance,entry,33,medium,Egypt,107410.4
phd,10,law,entry,30,medium,Russia,139430.56
masters,8,education,senior,38,micro,Bangladesh,114776.63
bachelors,10,design,intermediate,32,medium,DR Congo,112594.99
bachelors,8,law,entry,22,medium,Thailand,75297.71
phd,8,medicine,intermediate,17,small,India,119605.16
bachelors,12,engineering,intermediate,7,small,Vietnam,67146.39
masters,9,design,intermediate,4,medium,Canada,64348.44
masters,9,engineering,senior,30,micro,Thailand,116776.26
bachelors,9,design,entry,23,medium,Canada,69191.69
phd,7,engineering,intermediate,29,large,Iran,148959.36
masters,9,sales,intermediate,17,small,Turkey,75557.07
phd,11,medicine,senior,10,micro,Thailand,149877.28
masters,12,medicine,senior,19,micro,China,153121.79
phd,12,medicine,senior,16,medium,Vietnam,223733.42
phd,12,engineering,senior,31,medium,Turkey,180177.16
phd,7,law,intermediate,40,micro,India,126379.46
masters,12,research,senior,39,small,Egypt,190512.56
bachelors,9,sales,entry,7,small,Iran,35509.93
masters,10,education,intermediate,20,medium,Nigeria,82701.37
phd,12,medicine,senior,30,small,Vietnam,228513.79
phd,12,law,intermediate,31,medium,Russia,162923.96
bachelors,11,design,entry,31,micro,Germany,76661.22
phd,11,sales,entry,0,medium,Philippines,46741.52
bachelors,8,research,entry,32,small,Nigeria,79100.09
masters,8,education,intermediate,5,medium,Mexico,52953.26
masters,10,medicine,intermediate,26,large,Canada,185161.91
masters,6,engineering,senior,14,medium,Vietnam,119584.25
phd,12,it,intermediate,4,small,Bangladesh,101757.05
phd,8,it,intermediate,24,medium,Nigeria,116132.12
phd,9,engineering,entry,21,small,Indonesia,75565.23
masters,11,sales,entry,3,large,Brazil,43695.32
phd,8,education,senior,37,micro,Russia,113282.46
bachelors,12,engineering,entry,24,medium,China,88314.09
phd,10,it,senior,30,medium,Russia,208330.35
masters,10,it,entry,20,medium,Brazil,81783.07
phd,6,education,entry,39,small,China,85860.44
masters,6,sales,senior,34,small,Philippines,113803.22
phd,12,finance,intermediate,11,small,Brazil,103199.5
phd,9,medicine,intermediate,21,micro,Pakistan,118225.14
bachelors,11,design,entry,28,micro,Philippines,61066.53
bachelors,12,finance,senior,27,medium,India,184333.55
bachelors,7,design,senior,9,micro,Japan,76692.36
bachelors,8,research,senior,5,micro,Indonesia,84637.94
phd,8,finance,intermediate,21,medium,Japan,118862.77
phd,11,education,intermediate,7,medium,Egypt,78761.47
bachelors,9,law,entry,18,micro,Thailand,64939.83
masters,9,it,intermediate,21,medium,Russia,118328.5
masters,11,it,entry,10,medium,Turkey,68495.47
bachelors,6,sales,intermediate,5,large,Vietnam,51328.92
phd,12,engineering,senior,18,micro,Japan,144631.13
masters,11,marketing,senior,29,large,Iran,181257.12
phd,7,marketing,intermediate,30,large,Mexico,141283.68
masters,9,sales,entry,40,medium,Philippines,86343.76
bachelors,9,research,senior,0,small,Thailand,81781.91
phd,6,it,entry,30,medium,Germany,105709.0
masters,11,design,entry,14,small,Indonesia,54644.28
phd,11,engineering,entry,37,small,Iran,114830.76
masters,12,medicine,senior,20,large,Canada,233844.67
bachelors,11,research,senior,23,large,Vietnam,167475.17
masters,12,finance,senior,32,medium,Thailand,204657.61
masters,7,it,intermediate,6,large,Brazil,89049.74
phd,9,education,intermediate,15,micro,Mexico,74019.53
phd,9,medicine,entry,1,large,Ethiopia,75778.49
bachelors,7,engineering,senior,22,medium,DR Congo,129195.19
phd,8,sales,senior,11,micro,Germany,86858.25
masters,12,sales,senior,33,micro,Iran,135742.98
bachelors,7,education,intermediate,33,large,Nigeria,103502.43
phd,8,engineering,senior,6,small,China,108859.0
bachelors,9,it,entry,4,small,Bangladesh,35804.32
masters,9,design,senior,40,micro,Mexico,120590.62
masters,6,sales,intermediate,1,micro,Brazil,34714.19
bachelors,11,marketing,entry,35,large,Russia,112888.35
masters,12,research,entry,34,small,Mexico,102806.48
masters,10,engineering,entry,38,medium,DR Congo,119280.14
masters,7,marketing,senior,3,small,USA,83137.55
bachelors,6,research,entry,19,medium,Egypt,59218.31
bachelors,11,it,entry,1,large,Nigeria,50956.71
phd,8,law,intermediate,40,small,Philippines,158206.16
masters,8,finance,entry,38,medium,Mexico,104061.87
bachelors,9,finance,intermediate,36,micro,Ethiopia,100248.85
bachelors,11,medicine,intermediate,35,small,Indonesia,165015.94
masters,11,research,senior,11,small,Philippines,128987.62
phd,9,it,senior,17,medium,Japan,170147.81
bachelors,7,research,senior,25,large,Ethiopia,155765.63
masters,12,education,senior,10,medium,Germany,105048.19
phd,11,design,senior,32,micro,Philippines,151944.62
bachelors,12,engineering,intermediate,39,small,Canada,136445.48
masters,11,finance,intermediate,11,large,USA,123974.13
bachelors,9,design,senior,1,micro,Bangladesh,71094.47
bachelors,9,law,entry,25,medium,USA,88753.51
phd,10,marketing,intermediate,8,small,DR Congo,84627.38
phd,10,law,entry,18,small,Thailand,100719.5
masters,7,education,intermediate,30,small,Bangladesh,86188.48
phd,9,it,senior,19,large,Turkey,205537.74
bachelors,10,sales,entry,35,medium,USA,88882.63
phd,7,it,intermediate,32,small,India,120789.09
masters,9,sales,intermediate,14,small,USA,70705.99
phd,8,finance,entry,31,small,Brazil,94120.89
masters,10,medicine,senior,29,large,USA,229219.96
masters,11,sales,intermediate,32,large,Egypt,129741.84
bachelors,8,medicine,entry,24,small,Philippines,83753.29
bachelors,7,it,intermediate,10,small,Brazil,66691.13
phd,8,law,entry,29,micro,USA,101369.62
phd,6,design,entry,13,large,Canada,74583.02
masters,11,education,intermediate,36,micro,Russia,89581.05
masters,6,finance,intermediate,10,micro,Japan,56272.34
phd,6,law,entry,12,large,Turkey,84248.48
masters,8,law,entry,26,large,Egypt,108839.5
phd,10,engineering,entry,5,large,Brazil,72602.55
bachelors,6,law,entry,2,micro,DR Congo,27873.44
phd,7,finance,intermediate,24,micro,Iran,87987.79
masters,10,it,entry,9,small,USA,59621.21
bachelors,10,finance,intermediate,6,small,India,71838.36
phd,12,medicine,senior,40,small,Thailand,226555.98
bachelors,9,sales,intermediate,10,micro,DR Congo,47539.09
bachelors,7,medicine,entry,13,small,Iran,55177.04
phd,7,design,intermediate,34,micro,Germany,102058.13
phd,11,education,entry,34,medium,Bangladesh,112475.98
bachelors,11,it,entry,18,micro,Indonesia,64294.65
bachelors,10,design,senior,15,small,Indonesia,102060.98
phd,11,marketing,senior,1,small,India,105531.34
phd,8,design,entry,34,large,Nigeria,119840.75
phd,6,medicine,entry,33,small,Indonesia,118354.19
phd,12,it,entry,38,micro,China,114586.69
phd,9,design,senior,27,small,Egypt,130641.12
bachelors,6,law,intermediate,3,large,DR Congo,77364.56
bachelors,12,it,entry,20,micro,China,62202.38
phd,9,law,intermediate,29,micro,USA,128238.8
masters,7,medicine,entry,17,small,Japan,77062.36
phd,11,design,entry,4,large,Turkey,66100.69
phd,6,engineering,intermediate,8,micro,Thailand,65288.44
bachelors,11,marketing,senior,1,micro,DR Congo,74982.75
bachelors,7,design,entry,35,large,Vietnam,98332.97
phd,12,finance,intermediate,3,small,India,85434.31
masters,9,law,intermediate,40,small,Germany,147935.17
masters,12,engineering,intermediate,31,medium,DR Congo,142137.19
phd,9,education,intermediate,18,large,Vietnam,119601.27
masters,6,marketing,entry,24,small,Nigeria,53913.07
phd,8,design,entry,5,small,Iran,45561.94
bachelors,8,education,entry,39,small,India,76021.63
phd,6,education,senior,3,medium,USA,82592.39
phd,6,engineering,entry,40,small,Philippines,99847.47
masters,10,finance,senior,24,small,Japan,160434.88
masters,12,engineering,intermediate,36,large,Ethiopia,193944.46
masters,11,research,senior,0,small,Ethiopia,101114.97
bachelors,6,finance,intermediate,23,large,Pakistan,112270.73
bachelors,8,engineering,entry,9,micro,Mexico,39832.91
masters,11,finance,senior,2,medium,Indonesia,124878.6
masters,8,marketing,entry,19,medium,Philippines,68696.18
masters,12,engineering,intermediate,30,medium,Canada,143797.86
phd,10,it,intermediate,19,micro,Ethiopia,94361.51
phd,9,medicine,senior,33,large,India,267386.16
phd,11,law,entry,30,micro,Mexico,110309.63
bachelors,12,design,intermediate,19,large,Iran,123729.91
bachelors,9,marketing,entry,3,micro,Iran,25516.02
bachelors,12,engineering,intermediate,1,small,China,65465.98
bachelors,9,engineering,intermediate,9,medium,Russia,77717.38
bachelors,6,design,entry,5,medium,China,34900.54
phd,12,research,senior,22,micro,Nigeria,135954.36
bachelors,8,law,senior,32,micro,Japan,146241.16
bachelors,11,finance,entry,34,micro,Brazil,95943.76
phd,9,it,entry,14,medium,Vietnam,76712.07
phd,12,engineering,entry,30,large,Ethiopia,134187.62
bachelors,10,engineering,senior,16,medium,China,143246.82
phd,6,marketing,senior,5,small,Iran,83240.2
masters,12,sales,senior,25,medium,Brazil,135539.63
phd,12,engineering,entry,38,small,Ethiopia,126249.22
bachelors,8,research,intermediate,28,small,Turkey,88840.93
bachelors,8,law,senior,0,small,Nigeria,102523.36
bachelors,9,engineering,intermediate,8,medium,Philippines,67005.61
bachelors,11,law,senior,2,large,Bangladesh,146311.43
phd,10,design,intermediate,18,large,Germany,123522.48
masters,11,sales,entry,38,large,China,118759.74
bachelors,10,finance,intermediate,4,micro,Bangladesh,53367.35
bachelors,8,education,senior,16,medium,Mexico,105266.72
bachelors,8,marketing,intermediate,2,micro,India,44507.67
masters,7,engineering,senior,25,small,Russia,128409.26
bachelors,10,sales,entry,26,medium,Philippines,74288.98
phd,10,design,entry,30,large,India,114772.78
bachelors,11,medicine,entry,3,large,Ethiopia,61809.4
bachelors,10,law,senior,8,medium,Mexico,132580.85
bachelors,8,it,entry,1,large,India,39576.96
bachelors,11,finance,senior,16,small,Thailand,131313.24
phd,9,finance,senior,33,micro,USA,151192.21
masters,8,engineering,senior,26,small,Thailand,127939.47
phd,8,sales,senior,19,small,China,96757.38
phd,9,sales,senior,32,medium,Indonesia,133448.99
phd,12,engineering,senior,10,large,Egypt,198586.08
masters,6,engineering,senior,2,large,Philippines,102898.51
masters,8,research,entry,7,micro,Nigeria,40286.11
masters,7,engineering,senior,38,large,Russia,169676.8
bachelors,7,law,entry,39,small,Pakistan,106321.58
phd,6,medicine,intermediate,17,small,Canada,108507.82
masters,7,medicine,intermediate,31,small,Pakistan,123551.81
bachelors,7,engineering,senior,8,large,Bangladesh,119394.54
masters,9,medicine,intermediate,15,small,Egypt,101103.55
phd,11,engineering,entry,5,large,DR Congo,83408.26
masters,9,marketing,entry,6,large,Vietnam,54662.02
phd,8,sales,entry,16,small,Japan,56133.73
phd,12,education,entry,29,medium,USA,108497.52
phd,9,it,senior,38,medium,Japan,181715.01
phd,11,design,intermediate,28,large,Brazil,141768.01
phd,11,marketing,senior,12,micro,Pakistan,112479.52
masters,6,education,senior,34,micro,Thailand,100831.02
bachelors,10,medicine,intermediate,29,micro,Thailand,112878.61
bachelors,7,finance,entry,37,micro,Thailand,85702.91
masters,12,education,intermediate,24,small,Thailand,83753.8
bachelors,8,it,entry,32,medium,Pakistan,93961.29
bachelors,9,research,entry,11,small,Turkey,43795.09
bachelors,6,research,intermediate,32,large,Ethiopia,130679.91
phd,11,it,senior,15,small,India,137934.4
bachelors,11,finance,intermediate,8,large,Egypt,98475.09
bachelors,6,sales,senior,8,large,Philippines,85220.91
masters,11,marketing,senior,17,micro,Japan,99191.46
masters,8,marketing,entry,18,medium,Germany,60608.86
masters,11,marketing,intermediate,17,medium,USA,89405.7
phd,8,design,intermediate,40,medium,Philippines,139091.63
phd,10,research,senior,38,micro,Iran,154729.7
bachelors,10,law,entry,7,small,Canada,50553.5
masters,11,sales,senior,34,micro,Pakistan,120860.24
masters,6,marketing,intermediate,9,large,Nigeria,79761.98
bachelors,10,medicine,senior,27,small,Pakistan,173632.01
masters,10,it,intermediate,7,small,Japan,81884.4
masters,12,research,senior,6,small,Thailand,114976.36
phd,7,sales,entry,39,medium,Bangladesh,98265.67
bachelors,10,research,senior,38,micro,Nigeria,132856.27
bachelors,8,finance,senior,10,medium,Turkey,123651.95
masters,9,education,entry,39,large,Vietnam,118462.05
phd,12,it,entry,21,micro,Pakistan,81679.66
bachelors,8,marketing,entry,4,medium,Ethiopia,35113.12
phd,10,research,entry,19,medium,Germany,98480.23
masters,8,law,intermediate,6,micro,Pakistan,60335.74
bachelors,11,it,entry,31,micro,Turkey,83222.07
phd,10,marketing,intermediate,33,large,Thailand,162461.14
bachelors,6,engineering,senior,13,large,Philippines,114449.27
masters,6,marketing,entry,1,large,Egypt,39989.51
bachelors,8,research,senior,38,small,India,130275.3
bachelors,9,education,intermediate,35,large,Ethiopia,118305.05
bachelors,11,research,entry,33,large,Russia,128815.52
masters,6,marketing,entry,4,small,Thailand,35192.63
bachelors,10,marketing,entry,18,small,Mexico,62179.19
masters,7,marketing,senior,5,medium,Ethiopia,90340.73
phd,7,engineering,senior,14,micro,Mexico,104047.44
